date,camera,video_file,time,loom_no,butterfly_no,parrot_no,surg_no,chromis_pres,butterfly_fl,parrot_fl,surg_fl,chromis_fl,completion_date,completed_by,notes,roving_pres,roving_fl,fish_pres,response,,
5/18/2024,A,GX030845,4:02,61,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,4:23,62,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,4:44,63,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,5:05,64,0,1,1,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,7:11,70,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/22/2024,A,GX020568,1:39,3,0,1,0,n,n,y,n,n,11/16/2024,BC,"parrotfish is just inside arena it starts to leave, loom occurs and the fish flees, may be peripheral as if flees",y,y,y,y,,
5/22/2024,A,GX020568,5:42,7,0,1,3,n,n,n,n,n,11/16/2024,BC,large snapper group around arena,y,n,y,n,,
5/22/2024,A,GX020568,6:43,8,0,0,1,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX020568,7:44,9,0,2,1,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX030568,0:13,10,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX030568,1:14,11,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX030568,2:15,12,0,2,0,n,n,n,n,n,11/16/2024,BC,snapper in arena,y,n,y,n,,
5/22/2024,A,GX030568,3:16,13,0,2,0,n,n,n,n,n,11/16/2024,BC,snapper in arena,y,n,y,n,,
5/22/2024,A,GX030568,6:18,16,0,3,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX050568,7:30,34,0,1,0,n,n,n,n,n,11/16/2024,BC,"passing through with another that became peripheral, no responses",y,n,y,n,,
5/22/2024,A,GX060568,0:59,36,0,1,0,n,n,n,n,n,11/16/2024,BC,"more parrotfish peripheral with no reaction,lizardfish in arena",y,n,y,n,,
5/22/2024,A,GX060568,3:01,38,0,0,1,n,n,n,n,n,11/16/2024,BC,"surgeonfish leaves during loom but not a flight, lizardfish in arena",y,n,y,n,,
5/22/2024,A,GX060568,5:02,40,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX070568,1:35,45,0,0,0,y,n,n,n,n,11/16/2024,BC,,n,n,y,n,,
5/22/2024,A,GX070568,7:41,51,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX080568,3:11,55,0,0,1,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX080568,4:12,56,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX080568,5:13,57,0,1,0,n,n,n,n,n,11/16/2024,BC,parrotfish passes through,y,n,y,n,,
5/22/2024,A,GX080568,7:15,59,0,0,1,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX090568,3:47,64,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX090568,5:49,66,0,1,0,n,n,n,n,n,11/16/2024,BC,parrotfish was leaving back of arena,y,n,y,n,,
5/22/2024,A,GX100568,0:19,69,0,0,1,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX100568,1:20,70,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX100568,3:22,72,0,2,1,n,n,n,n,n,11/16/2024,BC,snapper in arena,y,n,y,n,,
5/22/2024,A,GX100568,5:24,74,0,1,0,n,n,n,n,n,11/16/2024,BC,mulitple parrotfish and suergeon fish peripheral no responses,y,n,y,n,,
5/22/2024,A,GX100568,6:25,75,0,1,1,n,n,n,n,n,11/16/2024,BC,the surgeon fish chases eel that is headed towards arena,y,n,y,n,,
5/22/2024,A,GX110568,6:00,83,0,1,0,y,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX110568,7:00,84,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX120568,3:33,89,0,1,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
5/22/2024,A,GX120568,7:37,93,0,1,0,n,n,n,n,n,11/16/2024,BC,snapper in arena,y,n,y,n,,
5/15/2024,A,GX019719,0:06,1,0,2,0,n,n,n,n,n,11/19/2024,LAG,,y,n,y,n,,
5/15/2024,A,GX019719,1:09,4,0,0,0,y,n,n,n,n,11/19/2024,LAG,"chromis close to camera when dot appeared, left before stimulus completed",n,n,y,n,,
5/15/2024,A,GX019719,2:54,9,0,0,0,y,n,n,n,y,11/19/2024,LAG,solo chromis peripheral to the arena fled (far away from ipad),n,n,y,y,,
5/15/2024,A,GX019719,5:21,16,0,0,0,y,n,n,n,y,11/20/2024,LAG,"2 chromis fled, causing a damselfish to flee. another fish partly comes into the frame in the corner as stimulus goes off, can't tell if it's a flight",n,n,y,y,,
5/15/2024,A,GX019719,5:42,17,0,0,0,y,n,n,n,n,11/20/2024,LAG,"one chromis in arena quickly changes direction as stimulus goes off, can't tell if it's a flight",n,n,y,n,,
5/15/2024,A,GX029719,6:03,18,0,1,0,n,n,y,n,n,11/20/2024,LAG,"IP princess parrotfish in front of ipad fled toward a damselfish and another fish, causing them to flee",y,y,y,y,,
5/15/2024,A,GX029719,8:30,25,0,1,0,y,n,n,n,n,11/20/2024,LAG,"loom started in video GX019719, ended in GX029719",y,n,y,n,,
5/15/2024,A,GX029719,0:19,26,0,0,0,y,n,n,n,n,11/20/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX029719,0:39,27,0,0,0,y,n,n,n,n,11/20/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX029719,3:27,35,0,1,0,n,n,n,n,n,11/20/2024,LAG,peripheral parrotfish did not react,y,n,y,n,,
5/15/2024,A,GX029719,5:54,42,0,0,1,n,n,n,n,n,12/2/2024,LAG,jack swam into arena as stimulus went off and reacted; surgeonfish in arena close to ipad did not react,y,n,y,n,,
5/15/2024,A,GX039719,0:10,49,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX039719,2:58,57,0,1,0,n,n,n,n,n,12/2/2024,LAG,,y,n,y,n,,
5/15/2024,A,GX039719,4:21,61,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX039719,5:03,63,0,0,0,y,n,n,n,y,12/2/2024,LAG,1 chromis peripheral (not in arena) fled,n,n,y,y,,
5/15/2024,A,GX039719,5:24,64,0,1,0,n,n,y,n,n,12/2/2024,LAG,"IP princess parrotfish in arena near ipad fled rapidly, along with a few damselfish",y,y,y,y,,
5/15/2024,A,GX039719,5:46,65,0,1,0,n,n,n,n,n,12/2/2024,LAG,"same parrotfish that fled at last stimulus returned to same foraging spot and did not flee this time, even though it was facing stimulus",y,n,y,n,,
5/15/2024,A,GX039719,6:07,66,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX039719,6:27,67,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX039719,6:48,68,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX049719,1:25,77,0,0,0,y,n,n,n,y,12/2/2024,LAG,1 chromis fled,n,n,y,y,,
5/15/2024,A,GX049719,3:10,82,0,1,0,n,n,n,n,n,12/2/2024,LAG,parrotfish was already leaving arena as stimulus completed,y,n,y,n,,
5/15/2024,A,GX049719,3:52,84,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX049719,4:13,85,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX049719,4:33,86,0,0,0,y,n,n,n,n,12/2/2024,LAG,"damselfish outside of arena twitched but did not flee, large group of chromis did not react",n,n,y,n,,
5/15/2024,A,GX049719,4:54,87,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX049719,5:15,88,0,1,0,y,n,n,n,n,12/2/2024,LAG,parrotfish was far/facing away from stimulus; more reactions from tiny fish,y,n,y,n,,
5/15/2024,A,GX049719,5:36,89,0,2,0,n,n,n,n,n,12/2/2024,LAG,,y,n,y,n,,
5/15/2024,A,GX049719,5:57,90,0,0,0,y,n,n,n,y,12/2/2024,LAG,a couple chromis from a large group fled,n,n,y,y,,
5/15/2024,A,GX049719,8:03,96,0,0,0,y,n,n,n,n,12/2/2024,LAG,,n,n,y,n,,
5/15/2024,A,GX049719,8:24,97,0,1,0,y,n,n,n,n,12/2/2024,LAG,,y,n,y,n,,
5/15/2024,A,GX059719,0:14,98,0,0,0,y,n,n,n,y,1/22/2025,LF,19 chromis,n,n,y,y,,
5/15/2024,A,GX059719,0:34,99,0,5,0,y,n,n,n,n,1/22/2025,LF,,y,n,y,n,,
5/15/2024,A,GX059719,0:55,100,0,1,0,y,n,n,n,n,1/22/2025,LF,,y,n,y,n,,
5/15/2024,A,GX059719,1:16,101,0,1,0,y,n,n,n,n,1/22/2025,LF,parrot chased by damselfish,y,n,y,n,,
5/15/2024,A,GX059719,1:39,102,0,0,0,y,n,n,n,n,1/22/2025,LF,,n,n,y,n,,
5/15/2024,A,GX059719,2:21,104,0,0,0,y,n,n,n,n,1/22/2025,LF,,n,n,y,n,,
5/15/2024,A,GX059719,2:42,105,0,0,0,y,n,n,n,n,1/22/2025,LF,,n,n,y,n,,
5/15/2024,A,GX059719,4:48,111,0,0,0,y,n,n,n,n,1/22/2025,LF,goatfish,n,n,y,n,,
5/15/2024,A,GX059719,5:09,112,0,0,0,y,n,n,n,y,1/22/2025,LF,goatfish,n,n,y,y,,
5/15/2024,A,GX059719,5:30,113,0,0,0,y,n,n,n,n,1/22/2025,LF,goatfish,n,n,y,n,,
5/15/2024,A,GX059719,5:51,114,0,1,0,y,n,n,n,y,1/23/2025,LF,,y,n,y,y,,
5/15/2024,A,GX059719,6:11,115,0,0,0,y,n,n,n,y,1/23/2025,LF,goatfish,n,n,y,y,,
5/15/2024,A,GX059719,6:32,116,0,0,0,y,n,n,n,n,1/23/2025,LF,parrotfish outside of arena,n,n,y,n,,
5/15/2024,A,GX059719,6:53,117,0,0,1,y,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX059719,7:35,119,0,0,0,y,n,n,n, n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX059719,7:56,120,0,0,1,y,n,n,n,y,1/23/2025,LF,damselfish,y,n,y,y,,
5/15/2024,A,GX069719,1:27,126,0,0,0,y,n,n,n,y,1/23/2025,LF,,n,n,y,y,,
5/15/2024,A,GX069719,1:51,127,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX069719,2:33,129,0,0,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX069719,3:15,131,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX069719,3:35,132,0,1,0,y,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX069719,3:57,133,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX069719,4:39,135,0,1,0,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX069719,5:00,136,0,0,0,y,n,n,n,y,1/23/2025,LF,,n,n,y,y,,
5/15/2024,A,GX069719,5:20,137,2,0,1,n,n,n,n,n,1/23/2025,LF,butterfly fish right in front of loom no response,y,n,y,n,,
5/15/2024,A,GX069719,5:40,138,0,1,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX069719,6:00,139,0,0,0,y,n,n,n,y,1/23/2025,LF,,n,n,y,y,,
5/15/2024,A,GX069719,7:27,143,0,0,0,y,n,n,n,n,1/23/2025,LF,goatfish,n,n,y,n,,
5/15/2024,A,GX069719,8:06,145,0,1,0,n,n,n,n,n,1/23/2025,LF,goatfish,y,n,y,n,,
5/15/2024,A,GX079719,0:39,148,0,0,1,y,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX079719,0:59,149,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX079719,1:21,150,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX079719,1:41,151,0,1,0,n,n,y,n,n,1/23/2025,LF,,y,y,y,y,,
5/15/2024,A,GX079719,2:44,154,0,1,0,n,n,n,n,n,1/23/2025,LF,really small juvinile ,y,n,y,n,,
5/15/2024,A,GX079719,3:06,155,0,1,0,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX079719,3:27,156,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX079719,3:48,157,0,0,0,y,n,n,n,n,1/23/2025,LF,,n,n,y,n,,
5/15/2024,A,GX079719,7:18,167,0,0,2,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX079719,8:00,169,0,0,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX079719,8:21,170,0,0,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,0:09,171,0,0,1,n,n,n,n,n,1/23/2025,LF,goatfish,y,n,y,n,,
5/15/2024,A,GX089719,0:30,172,0,0,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,0:51,173,0,0,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,1:12,174,0,0,1,n,n,n,n,n,1/23/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,3:39,181,0,1,0,y,n,n,n,n,1/29/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,3:59,182,0,0,0,y,n,n,n,n,1/29/2025,LF,,n,n,y,n,,
5/15/2024,A,GX089719,4:41,184,0,0,1,n,n,n,n,n,1/29/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,6:06,188,0,1,0,y,n,n,n,n,1/29/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,6:26,189,0,1,0,n,n,n,n,n,1/29/2025,LF,,y,n,y,n,,
5/15/2024,A,GX089719,6:48,190,0,0,0,y,n,n,n,n,1/29/2025,LF,,n,n,y,n,,
5/15/2024,A,GX089719,7:09,191,0,0,0,y,n,n,n,n,1/29/2025,LF,,n,n,y,n,,
5/15/2024,A,GX089719,7:30,192,0,0,2,n,n,n,y,n,1/29/2025,LF,,y,y,y,y,,
5/15/2024,A,GX099719,0:21,195,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,0:42,196,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,1:03,197,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,1:24,198,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,1:45,199,0,0,0,y,n,n,n,y,1/30/2025,LF,"chromis didnt respond in previous 2 presentations, interesting for analysis",n,n,y,y,,
5/15/2024,A,GX099719,3:09,203,0,0,0,y,n,n,n,n,1/30/2025,LF,kinda hard to tell if chromis are in arena ,n,n,y,n,,
5/15/2024,A,GX099719,3:30,204,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,3:51,205,0,0,0,y,n,n,n,y,1/30/2025,LF,"Yellowtail damsel response, parrotfish flight to something else in right coral, a lot going on lol  ",n,n,y,y,,
5/15/2024,A,GX099719,4:12,206,0,1,0,n,n,n,n,n,1/30/2025,LF,,y,n,y,n,,
5/15/2024,A,GX099719,4:54,208,0,1,0,n,n,n,n,n,1/30/2025,LF,,y,n,y,n,,
5/15/2024,A,GX099719,5:36,210,0,1,0,y,n,n,n,n,1/30/2025,LF,,y,n,y,n,,
5/15/2024,A,GX099719,5:57,211,0,0,1,n,n,n,n,n,1/30/2025,LF,hard to see if surgeon in frame,y,n,y,n,,
5/15/2024,A,GX099719,6:18,212,0,0,1,y,n,n,n,n,1/30/2025,LF,,y,n,y,n,,
5/15/2024,A,GX099719,6:39,213,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,7:21,215,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX099719,7:42,216,0,0,0,y,n,n,n,n,1/30/2025,LF,,n,n,y,n,,
5/15/2024,A,GX109719,0:33,220,0,0,0,y,n,n,n,n,1/31/2025,LF,,n,n,y,n,,
5/15/2024,A,GX109719,0:53,221,0,0,0,y,n,n,n,n,1/31/2025,LF,,n,n,y,n,,
5/15/2024,A,GX109719,1:14,222,0,0,0,y,n,n,n,n,1/31/2025,LF,,n,n,y,n,,
05/02/2024,A,GH028707,0:11,1,0,0,0,y,n,n,n,n,12/12/2024,KL,,n,n,y,n,,
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,
